,wavelength,flux,flux_error
0,4.900400095357327,2.8692268677153496,0.00453008541145733
1,4.901200095337117,2.8570954380235447,0.004393571664001707
2,4.902000095316907,2.8557717903754303,0.00425554055854191
3,4.902800095296698,2.855883416098522,0.004271478525537848
4,4.903600095276488,2.865386646637075,0.004416907046158631
5,4.904400095256278,2.875914049296374,0.004467416627787243
6,4.905200095236069,2.8784443903119468,0.004562980594162924
7,4.906000095215859,2.8770959863910694,0.004453319758385508
8,4.906800095195649,2.8774316306155816,0.004297293219480536
9,4.9076000951754395,2.8842843953853197,0.004441075629319347
10,4.90840009515523,2.896030928136226,0.00448946062031356
11,4.90920009513502,2.7573413603669077,0.004252085878928528
12,4.91000009511481,2.819974603936917,0.004638960188904342
13,4.910800095094601,2.8796912367649328,0.004584364938071347
14,4.911600095074391,2.8866760074997613,0.004370395633404791
15,4.912400095054181,2.918555680624192,0.0044893196753552364
16,4.913200095033972,2.9226345241891565,0.004430800701242816
17,4.914000095013762,2.92944242184008,0.004600163336038435
18,4.914800094993552,2.868829218369485,0.004786238705068464
19,4.9156000949733425,2.8579186772046037,0.0047273790619205315
20,4.916400094953133,2.8812646985085384,0.004596668173685003
21,4.917200094932923,2.882261056238566,0.0044216969070838335
22,4.918000094912713,2.8780919689910807,0.004284915339186927
23,4.918800094892504,2.883620623592332,0.004372700773280024
24,4.919600094872294,2.882386420078646,0.004580105181906378
25,4.920400094852084,2.8475455824290425,0.004657840936786206
26,4.921200094831875,2.844337500334504,0.004567956530989579
27,4.922000094811665,2.841538315474816,0.004333128595146186
28,4.922800094791455,2.827295764769709,0.004230906647380259
29,4.9236000947712455,2.8204842336435614,0.004283786513736747
30,4.924400094751036,2.8309921203581236,0.004411634048561843
31,4.925200094730826,2.84948024009684,0.00459554621245012
32,4.926000094710616,2.8420686250701834,0.004411986170682328
33,4.926800094690407,2.8538161450963604,0.004216603614976125
34,4.927600094670197,2.861448163425136,0.0041588235920088324
35,4.928400094649987,2.8549804877594096,0.004196562066625387
36,4.929200094629778,2.8430481250598527,0.004381851309383359
37,4.930000094609568,2.8397060162752124,0.004575293261848757
38,4.930800094589358,2.8498591755975715,0.004488679285289793
39,4.9316000945691485,2.8449649913738795,0.004235118242734367
40,4.932400094548939,2.8422479436513113,0.004092740604409631
41,4.933200094528729,2.839953490050524,0.004087347904700827
42,4.934000094508519,2.8218012323403783,0.0041679998221243525
43,4.93480009448831,2.82692614386087,0.004276626293487486
44,4.9356000944681,2.8398679529809177,0.004461040242119394
45,4.93640009444789,2.8840196511541514,0.004454838804028293
46,4.937200094427681,2.9721258714090153,0.004386737729457245
47,4.938000094407471,2.9669471178502027,0.00431205086585961
48,4.938800094387261,2.8618968121345123,0.004186073028557978
49,4.9396000943670515,2.8073775110956176,0.004109864234821787
50,4.940400094346842,2.785880819019394,0.00431597803197719
51,4.941200094326632,2.8237388173029325,0.004471247227978248
52,4.942000094306422,2.8450465960379514,0.004318192117755553
53,4.942800094286213,2.8543539850431885,0.004185083339721942
54,4.943600094266003,2.8499047661370795,0.004083595552737419
55,4.944400094245793,2.85737317972855,0.004056512882270194
56,4.945200094225584,2.835460637394788,0.004317594512550411
57,4.946000094205374,2.8116761553885863,0.004516041410106579
58,4.946800094185164,2.821371485524579,0.004323109839252436
59,4.9476000941649545,2.8372721918872856,0.004076650061436528
60,4.948400094144745,2.849506831920244,0.003894205464566531
61,4.949200094124535,2.8459145697455344,0.003853179665533879
62,4.950000094104325,2.8401857797841883,0.004169571234849486
63,4.950800094084116,2.8204670126078875,0.004533554990604432
64,4.951600094063906,2.8063610549842526,0.004431709359260053
65,4.952400094043696,2.801072296600307,0.004083221551882946
66,4.953200094023487,2.802246087507653,0.0038083542088627118
67,4.954000094003277,2.815779504252329,0.003791169592592084
68,4.954800093983067,2.822258778060251,0.004068117887557783
69,4.9556000939628575,2.838798396998328,0.004431859322204771
70,4.956400093942648,2.855901301031833,0.004518569281141828
71,4.957200093922438,2.8456285730592925,0.004194771857147526
72,4.958000093902228,2.8456173439903645,0.003934339410012171
73,4.958800093882019,2.837589507600044,0.003939862037729679
74,4.959600093861809,2.8240094308239754,0.004149939772890184
75,4.960400093841599,2.805266434601536,0.004366647910559543
76,4.96120009382139,2.7962594763847592,0.0045254468996361865
77,4.96200009380118,2.7986348857477488,0.004308845082683902
78,4.96280009378097,2.7997586057369204,0.003966432969147493
79,4.9636000937607605,2.8090229361887546,0.003988231143049567
80,4.964400093740551,2.8056975521476453,0.004135633939798642
81,4.965200093720341,2.8215213217389885,0.004321418653596737
82,4.966000093700131,2.84155118072052,0.00458854456436674
83,4.966800093679922,2.8302820194958125,0.004488062599536427
84,4.967600093659712,2.8313187873696726,0.00421340655241397
85,4.968400093639502,2.8254031026772926,0.0041440509085081375
86,4.969200093619293,2.819266317448253,0.004166690754779429
87,4.970000093599083,2.819933493152071,0.0041925420035759196
88,4.970800093578873,2.822471696272171,0.004347870632671463
89,4.9716000935586635,2.8162607670794064,0.0044322773223204
90,4.972400093538454,2.8093511177696544,0.004356465444282543
91,4.973200093518244,2.799353445944268,0.004314819794486433
92,4.974000093498034,2.7780214034702744,0.004246633054306917
93,4.974800093477825,2.7752213938014827,0.004142065289779339
94,4.975600093457615,2.7787056340968226,0.0041846913505786155
95,4.976400093437405,2.7901232268175464,0.004162225838840875
96,4.977200093417196,2.8226496943091752,0.004291610328136601
97,4.978000093396986,2.837481927944485,0.004427944714166128
98,4.978800093376776,2.8388607744213137,0.004421947278296383
99,4.9796000933565665,2.8369110931834953,0.004349510173806087
100,4.980400093336357,2.814697782073398,0.004248303155718587
101,4.981200093316147,2.802300145444469,0.004181079300909442
102,4.982000093295937,2.7935774696393523,0.0041981343776555
103,4.982800093275728,2.7906351246989014,0.004391720743971174
104,4.983600093255518,2.7850715830452897,0.004385903782850146
105,4.984400093235308,2.7858160240900367,0.00430996274526798
106,4.985200093215099,2.7740843721856656,0.004180646606795192
107,4.986000093194889,2.770545321337059,0.004050513329005981
108,4.986800093174679,2.7749460585369583,0.0041553554888752375
109,4.9876000931544695,2.7694349972804906,0.004392797437309232
110,4.98840009313426,2.7818086687232544,0.004572479231536793
111,4.98920009311405,2.803137878477799,0.004639442674778208
112,4.99000009309384,2.818914480312243,0.004405732716092938
113,4.990800093073631,2.8179843257449244,0.004097830234112174
114,4.991600093053421,2.82226873131171,0.004078699953425676
115,4.992400093033211,2.8054689597214884,0.004225656409164413
116,4.993200093013002,2.769157338902459,0.00445321795661603
117,4.994000092992792,2.7600556724746688,0.004690021694201684
118,4.994800092972582,2.7552947359471003,0.00450305049980122
119,4.9956000929523725,2.7657122153305385,0.0041224901875526136
120,4.996400092932163,2.767159692347723,0.003975067143730667
121,4.997200092911953,2.7556773444599183,0.003986016622124496
122,4.998000092891743,2.7576331297766283,0.004115484535698756
123,4.998800092871534,2.762400074994851,0.004451570759876422
124,4.999600092851324,2.763170820639535,0.00454075183309052
125,5.000400092831114,2.7682887355860974,0.004240870452246878
126,5.001200092810905,2.780903450216548,0.00407742930211168
127,5.002000092790695,2.7885944900327164,0.0040679890160001874
128,5.002800092770485,2.785607362372994,0.004062760238394204
129,5.0036000927502755,2.7874760508389644,0.004221250950120333
130,5.004400092730066,2.784350004379538,0.004395371969289273
131,5.005200092709856,2.767376469645349,0.004297256147848922
132,5.006000092689646,2.7538401628148903,0.004035876972202912
133,5.006800092669437,2.7415835282181806,0.003983128071238305
134,5.007600092649227,2.748343297715519,0.0039936801063616455
135,5.008400092629017,2.7500808294244417,0.004041583894785205
136,5.009200092608808,2.7449444328605015,0.004115577333807303
137,5.010000092588598,2.751088376899427,0.00424665986784525
138,5.010800092568388,2.760888626737466,0.004266468365219098
139,5.0116000925481785,2.7627218003672636,0.004157607331423237
140,5.012400092527969,2.755899027269195,0.004083868640748226
141,5.013200092507759,2.7564442130181446,0.003995058645945775
142,5.014000092487549,2.764240448647692,0.0039284475487077536
143,5.01480009246734,2.760683375571427,0.003941545793864563
